Example,Class Name
quanto tempo levou pra fazer a obra,duração_obra
qual a raça desse,raça_ porco
o que pouco comi,alimentação_porco
porque eu quantos anos você tem,idade_porco
esse porque é de verdade,tipo_obra
quanto pesa,peso_porco
o porco é macho ou é fêmea,sexo_porco
de quem são essas obras,autor_obra
quantos quilos pesa essa obra,peso_porco
ele é de onde,história_porco
quem é o criador desta obra,autor_obra
quem colocou você aí,autor_obra
porque que porque é considerado uma obra de arte,dúvida_obra
você é uma obra de arte,dúvida_obra
porque machucou fêmea,sexo_porco
de que ano é a obra,data_obra
Qual o nome da escultura,nome_obra
quem te mato,porco_morto
você tem pai,família_porco
qual a idade desse por,idade_porco
quantos anos você tem que me,idade_porco
porque que eu porque está encaixotado,porco_preso
porque está numa caixa,porco_preso
Porque ele foi embrulhar uma caixa de madeira,porco_preso
mas ele é mesmo mesmo é verdadeiro e foi colocado mesmo mesmo nessa caixa,porco_preso
porque que o porco está na caixa,porco_preso
Porque é o porco está dentro de uma caixa,porco_preso
Quem é o porco,história_porco
qual o fato mais curioso sobre o porco,história_porco
mas porque é um pouco,razão_porco
de porco empalhado,tipo_obra
porque é verdadeiro,tipo_obra
Qual a nacionalidade desse artista,nascimento_autor
Idade da hora,sem_compreensão
fale sobre ele,sem_compreensão
Porque é um pouco é uma obra de arte,dúvida_obra
por que você é mais two ou fêmea,sexo_porco
quando foi feito,data_obra
quem é o nelson,biografia_autor
você morreu quanto,porco_morto
Quando as morto,porco_morto
porque está porque está no engradado,porco_preso
porque o povo está preso,porco_preso
O que representa esse porco empalhado preso,porco_preso
Da onde vem esse porco,história_porco
Quantos anos faz que é só desiste,sem_compreensão
Quantos anos tenho por,idade_porco
quem te fez,autor_obra
porque eu tem que considerar que você é uma obra de arte se eu por,dúvida_obra
essa porque é homem ou é fêmea,sexo_porco
em que ano você foi feito,data_obra
quando foi feita essa obra e qual o sentido,data_obra
qual é a sua raça,raça_ porco
qual a raça desse por,raça_ porco
qual história do autor,biografia_autor
porque o que você morreu,porco_morto
Como morreu porco,porco_morto
porque é o porco está presa numa gaiola,porco_preso
porque você está dentro de um cercado,porco_preso
você foi parar dentro da sua caixa com a porta,porco_preso
porque ele está dentro de uma caixa,porco_preso
Qual é origem do porco,história_porco
de onde você é porco,história_porco
você gosta de ser tão observado,sentimento_porco
quem fez essa arte,autor_obra
em que ano que foi isso,data_obra
e qual a raça do porco,raça_ porco
fale sobre o autor,biografia_autor
pouco qual floresta você morreu,porco_morto
como pouco morreu,porco_morto
Quantos anos tens,idade_porco
qual a idade dele hoje,idade_porco
porque eu te colocaram aí porco,porco_preso
o que você está fazendo aí,porco_preso
porque eu ponho que está na jaula,porco_preso
porque eu estou preso,porco_preso
porque a caixa,porco_preso
porque ele tem uma gaiola,porco_preso
Da onde que ele veio,história_porco
de onde era o porco,história_porco
este porque de verdade,tipo_obra
Você está feliz,sentimento_porco
qual é o nome do artista dessa obra,autor_obra
quem foi o criador,autor_obra
quem é o autor da obra,autor_obra
porque você é uma arte,dúvida_obra
você é macho fêmea,sexo_porco
qualquer data da obra,data_obra
quando ela foi concebida,data_obra
olá watson esta obra foi fundada quando,data_obra
qual o nome da obra,nome_obra
quem foi nelson,biografia_autor
qual a história deste artista,biografia_autor
É me conta um pouco da história da vida do autor,biografia_autor
quando que ele morreu,porco_morto
Por estar vivo,porco_morto
Porque ele morreu e digo de olhos abertos,porco_morto
quantos anos o porco está,idade_porco
quantos anos e porque tem,idade_porco
quantos anos você,idade_porco
faz parte é um movimento artístico,estilo_obra
tabela porque você está dentro de uma caixa,porco_preso
porque que o poder está dentro de uma caixa,porco_preso
que você está fazendo aí,porco_preso
Porque que ele está preso tem na gaiola,porco_preso
porque o porco está na caixa,porco_preso
quem é o porco,história_porco
da onde ele vem,história_porco
o que aconteceu quando a pouco,história_porco
porque o povo,razão_porco
ele é um porco real então não é uma escultura em ferro,tipo_obra
quem fez a obra ou por,autor_obra
quem que fez você,autor_obra
Porque é considerado uma obra de arte,dúvida_obra
ele é mulher ou homem,sexo_porco
em que ano salve foi feito,data_obra
qual a espécie de porco,raça_ porco
esse porco tava vivo,porco_morto
quando esse porco morreu,porco_morto
O porco tinha família,família_porco
em que local o porco foi comprado,história_porco
o porco empalhado,tipo_obra
então você era um porco de verdade,tipo_obra
qual a idade da obra,data_obra
Você é feliz,sentimento_porco
porque isso é arte,dúvida_obra
qual o ano da obra,data_obra
qual a raça do animal,raça_ porco
ele é um javali,raça_ porco
fale sobre nelson werneck,biografia_autor
do que ele morreu,porco_morto
O porco tacou quando era vivo pra fazer essa obra de arte,porco_morto
qual é o estilo,estilo_obra
que tem uma gaiola no porco,porco_preso
porque ele está nessa caixa,porco_preso
ele porque ele está em cativeiro,porco_preso
porque você foi preso aí dentro,porco_preso
Colocar o porco na caixa de madeira significa industrialização da,porco_preso
é um porco empalhado,tipo_obra
Essa obra de arte tem quantos anos,data_obra
você gosta de ser observado,sentimento_porco
quem fez a obra de arte o porco,autor_obra
O que é que está considerava a arte,dúvida_obra
em que ano foi criada essa obra,data_obra
qual a raça do pouco,raça_ porco
você já morreu,porco_morto
porque que ele está presa,porco_preso
mesmo porque eu porque está preso,porco_preso
Da onde veio o porco,história_porco
me fale sobre porco,história_porco
você é um pouco,tipo_obra
colar com a sua idade,sem_compreensão
essa obra já existe há quantos anos,data_obra
você não consegue me dizer como você está sentindo porco,sentimento_porco
de quem essa obra,autor_obra
quem foi que te criou,autor_obra
você é fêmea. você é uma,sexo_porco
ano de criação,data_obra
Ele tem família,família_porco
porque ele está numa ja ja aula sozinho,porco_preso
qual é o significado dela porque ele está na caixa,porco_preso
porque ele está preso porque ele está preciso,porco_preso
porque o corpo está engradado,porco_preso
Conta história do porco pra mim,história_porco
me conta um pouco sobre o porco,história_porco
então que você veio,história_porco
era um porco de verdade,tipo_obra
Você gosta da onde você está,sentimento_porco
flor como você está bem hoje,sentimento_porco
quem é o artista que fez isso,autor_obra
quem foi o seu autor,autor_obra
porque isso é uma obra de arte,dúvida_obra
você é feminino masculino,sexo_porco
me fale mais sobre o artista,biografia_autor
Em que ano porco morreu,porco_morto
Ele é vivo,porco_morto
porque é que atenderam numa caixa,porco_preso
Porque é o artista resolveu colocar este porco na caixa de madeira,porco_preso
A história do porco,história_porco
de onde é nelson lerner o autor desta obra de que cidade,nascimento_autor
porco você está feliz ou triste,sentimento_porco
qual é o artista,autor_obra
quem era o artista da sobre,autor_obra
qual o período dessa obra,data_obra
qual a raça dele,raça_ porco
Como você chama,nome_obra
Me fale um pouco sobre o artista,biografia_autor
quantos anos tens por,idade_porco
porque o corpo está dentro de uma jaula,porco_preso
Porque o porco está preso,porco_preso
porque você está presa,porco_preso
Esse porco é da onde,história_porco
por conta onde você veio,história_porco
qual é a sua origem,história_porco
esse porco de verdade,tipo_obra
quem era o artista,autor_obra
quem fez o porco,autor_obra
Porco por que você é considerado uma obra de arte,dúvida_obra
quem que é o nelson nem falei,biografia_autor
você morreu,porco_morto
você tem irmão,família_porco
quem fez um porco,autor_obra
porque é um porco como obras de arte,dúvida_obra
É um por macho um pouco fêmea,sexo_porco
de quando essa obra,data_obra
que raça esse porco,raça_ porco
você está vivo ainda,porco_morto
esse porco já esteve vivo,porco_morto
quantos anos o porco tem,idade_porco
porque eu porque eu estou preso,porco_preso
porque que você está presa,porco_preso
porque eu porque está preso,porco_preso
De onde ele veio,história_porco
qual a nacionalidade de nelson lerner,nascimento_autor
quantos anos é você pode viver,sem_resposta
quem é o artista da obra,autor_obra
Porque ele é uma obra de arte filha um animal,dúvida_obra
porco porca,sexo_porco
que ano que foi feita obra,data_obra
qual a raça do porco,raça_ porco
qual a espécie do porto,raça_ porco
esse pouco na dele como que ele foi morto em que ele foi empalhado,porco_morto
o que você está numa caixa,porco_preso
porque eu porque está na caixa,porco_preso
Porque o porco está dentro de um graduado,porco_preso
qual o simbolismo do porco,história_porco
porque você veio de celeiro,história_porco
porque o porco e no outro animal,razão_porco
ele tem bacon,bacon_porco
você estava bem,sentimento_porco
esse porco é homem ou mulher,sexo_porco
Em que ano Nelson nasceu,biografia_autor
O porco está Vivo está morto,porco_morto
qual a relevância dessa loucura do cenário do de arte moderna,estilo_obra
porque eu porque está presa,porco_preso
então onde veio esse de porco,história_porco
da onde é o porco,história_porco
o javali é de verdade,tipo_obra
quem foi responsável pela obra,autor_obra
quem criou esta obra,autor_obra
porque é um porco empanado numa exposição de arte,dúvida_obra
qual é espécie desse porco,raça_ porco
quem é nelson,biografia_autor
por com você está vivo,porco_morto
porque o povo está na caixa,porco_preso
de onde veio esta,história_porco
qual a idade dessa obra,data_obra
Ele está triste,sentimento_porco
você gosta de viver,sentimento_porco
Ele está com medo,sentimento_porco
qual o nome do qual o nome do artista,autor_obra
quem te prendeu aí,autor_obra
qual o nome do autor,autor_obra
qual nome do criador do,autor_obra
porque é fêmea ou macho,sexo_porco
ela é uma fêmea ou macho,sexo_porco
que ano foi feita essa obra,data_obra
em que ano foi feita essa obra,data_obra
de que ano é essa obra,data_obra
qual é a raça do por,raça_ porco
Como foi a vida do autor,biografia_autor
E matou ele está aqui estava doente,porco_morto
mas era um pouco vivo,porco_morto
quantos anos tem,idade_porco
porque eu posso estar preso,porco_preso
o que é o porco está na caixa,porco_preso
porque ele porque ele está preso lá dentro,porco_preso
Pouquinho porque está enjaulado,porco_preso
qual origem desse porco da onde ele veio,história_porco
esse porco ver de qual fazenda,história_porco
Porque o artista utilizou um porco,razão_porco
você é amiga da pé papi ligue,relação_peppa_pig
que você está sentindo,sentimento_porco
qual é o autor da obra por,autor_obra
quem fez essa obra,autor_obra
O porco é a arte,dúvida_obra
o porto porque você é gerado uma obra de arte,dúvida_obra
você é um pouco uma porca,sexo_porco
o porco porco é macho fêmea,sexo_porco
que ano foi criado essa obra,data_obra
qual é a raça desse porco,raça_ porco
quem é nelson lenny,biografia_autor
ele já morreu,porco_morto
porque o autor colocou na caixa de madeira,porco_preso
porque você está dentro de uma caixa,porco_preso
por que tripa que está no caixote,porco_preso
Porque ele está preso,porco_preso
de onde veio este porque quem é o autor dele,história_porco
essa obra tem quantos anos,data_obra
você se sente preso,sentimento_porco
Porco você está alegre triste bravo com,sentimento_porco
Porque isso seria considerado arte,dúvida_obra
ele é fêmea ou macho,sexo_porco
você é menina menina,sexo_porco
qual o momento em que a obra foi feita,data_obra
de quando esta obra,data_obra
é é esse por quanto e qual espécie,raça_ porco
Qual história do autor,biografia_autor
que eu não é que ela nasceu e morreu também,porco_morto
o que você está aí dentro preço,porco_preso
você fica preso nessa caixa,porco_preso
por que você está preso,porco_preso
de onde você veio,história_porco
me fale tudo sobre essa obra,intenção_autor
por quem foi produzido,autor_obra
o porco era macho ou fêmea,sexo_porco
Quem é Nelson Nelson Lerner,biografia_autor
Quem que matou porco em Palio,porco_morto
quando você morreu,porco_morto
Movimento artístico,estilo_obra
porque dentro da caixa de madeira,porco_preso
porque a jaula,porco_preso
porque ele colocou esse pouco dentro do uma jaula,porco_preso
De onde você veio,história_porco
quanto pesa pouco,peso_porco
um porco empalhado,tipo_obra
quantos anos tempo,sem_compreensão
Porque é considerado arte,dúvida_obra
qual ano foi criada só,data_obra
como você morreu,porco_morto
como porco morreu,porco_morto
porque eu te enjaularam,porco_preso
qual é história por trás da obra,história_porco
fale sobre o porra,história_porco
porque está feliz ou não,sentimento_porco
Quantos anos você tem quantos meses você tem,idade_porco
qual foi o artista que fez essa obra,autor_obra
o nome do autor da laura,autor_obra
qual ana essa obra foi criada,data_obra
qual é a espécie do porto,raça_ porco
Fale me sobre o autor,biografia_autor
do que morreu pouco,porco_morto
E eu modernista,estilo_obra
porque que ele está nessa caixa,porco_preso
De que lugar é esse porco veio,história_porco
quanto peso porque,peso_porco
Até que idade porque eu bebi,sem_compreensão
você é feliz,sentimento_porco
quem é o responsável pela hora,autor_obra
quem criou você,autor_obra
qual o autor,autor_obra
porco quem fez você,autor_obra
Mas isso realmente arte,dúvida_obra
ele é um porco uma porca,sexo_porco
você é menino menino,sexo_porco
de quando é esse essa obra,data_obra
quando e por quem você foi criada,data_obra
onde é que você mora,endereço_obra
que espécie de porco é essa,raça_ porco
você é um dia já foi vivo,porco_morto
você pode com ele morreu,porco_morto
por que você tem mãe,família_porco
quantos anos tem o porco,idade_porco
porque que for que está preso numa caixa,porco_preso
uai porque está presa,porco_preso
porque é um porco está preso,porco_preso
porque eu perco está preso,porco_preso
porque ele está preso né nessa janela de madeira,porco_preso
Você está preso,porco_preso
vamo apple fala aí o que você está encarcerado,porco_preso
qual a nacionalidade do artista,nascimento_autor
qual história do por,história_porco
é um porco de verdades aqui,tipo_obra
fale mais sobre a vida do artista,biografia_autor
porque é um porco empalhado,razão_porco
qual é a ideia da mensagem,intenção_autor
contexto histórico,obra_contexto_histórico
porque que ele foi considerado obra de arte,dúvida_obra
porque é macho fêmea,sexo_porco
que ano foi feita setor,data_obra
quem que te mato,porco_morto
que estilo a obra esporte,estilo_obra
Porque você está preso,porco_preso
joão onde veio esse porco,história_porco
bacon é gostoso,bacon_porco
quem é o artista que fez você,autor_obra
quem foi o ar quem foi o artista,autor_obra
qual autor dessa obra,autor_obra
mas é porque é fêmea ou macho,sexo_porco
quando essa obra foi criada,data_obra
qual período foi feito,data_obra
de que ano,data_obra
que que ano essa obra,data_obra
quando a obra foi executada,data_obra
rouco onde você mora,endereço_obra
qual nome da obra,nome_obra
ele sofreu,porco_morto
quem é seu pai sua mãe,família_porco
quantos anos o perguntem,idade_porco
qual idade do porco,idade_porco
quantos anos que eu porque eu tem,idade_porco
quantos anos mas você tem,idade_porco
porque o porco está presa,porco_preso
porque que você está enjaulado,porco_preso
porque eu porque está no caixote,porco_preso
Me fale sobre o porco,história_porco
qual é a origem do porco,história_porco
porque ele escolheu por,razão_porco
você é entalhado,tipo_obra
então é um pouco de verdade,tipo_obra
quem criou é,autor_obra
quem te criou quem te criou,autor_obra
Pode perguntar tipo o que que você é considerado arte,dúvida_obra
foi criado no seu que ano,data_obra
Quem é Nelson Lerner,biografia_autor
Ele foi encalhada vivo,porco_morto
quando eu coloco morreu,porco_morto
porque é um pouco mais gaiola,porco_preso
porque eu porque estava numa jaula,porco_preso
Quem era o porco,história_porco
me conta um pouco da sua história do porto,história_porco
o que aconteceu com ele,história_porco
Você gosta de ficar preso,sentimento_porco
de quem essa hora,autor_obra
o turco você é um pouco macho um pouco fêmea,sexo_porco
de que ano a obra,data_obra
ele morreu como,porco_morto
quem era sua mãe,família_porco
o porco tem quatro cerca de quantos anos,idade_porco
coloque conta história do porco,história_porco
porque o artista escolher um porco no outro animal,razão_porco
é de verdade,tipo_obra
você está bem,sentimento_porco
quem é o artista que fez o porco,autor_obra
o porco é macho fêmea,sexo_porco
qual a data da obra,data_obra
quantos aninhos,idade_porco
qual estilo,estilo_obra
porque o engradado de madeira,porco_preso
fale-me do porco,história_porco
é de verdade por,tipo_obra
por com você está bem,sentimento_porco
Porque eu porque é uma obra de arte,dúvida_obra
é um por qual é uma porca,sexo_porco
você é fêmea,sexo_porco
de que ano esta obra,data_obra
isso é um javali um pouco,raça_ porco
quem é nelson lerner,biografia_autor
você tem quantos anos,idade_porco
quantos anos você tem quantos anos você tem,idade_porco
porque você está aí dentro,porco_preso
porque você está enjaulado,porco_preso
porque o porco está preso,porco_preso
Qual origem do porco,história_porco
fale mais sobre o porco,história_porco
porque o porco está triste,sentimento_porco
você não sente meio vazio por dentro por,sentimento_porco
quem colocou é quem colocou em ir aí,autor_obra
Porque ele é uma arte,dúvida_obra
porque você é uma obra de arte,dúvida_obra
esse porco é macho ou fêmea,sexo_porco
quando a obra foi criada,data_obra
o porco está vivo,porco_morto
Ele está morto lista vivo,porco_morto
quantos anos você tem onde é que você morava,idade_porco
porque está preso em uma gaiola de madeira,porco_preso
porque eu porque eu estou engaiolado,porco_preso
Porque ele tem dentro dessa caixa de madeira,porco_preso
De quem era o porco,história_porco
Que mais você sabe sobre o porco,história_porco
da onde vem esse porco,história_porco
Porque a obra é um porco,razão_porco
fica lá com ele não mas ela é pequena,caixa_porco
eu acho que sua vida é muito triste,sentimento_porco
você tem medo,sentimento_porco
Esse porco foi feliz,sentimento_porco
quem é o seu artista que pintou,autor_obra
qual o nome do artista na obra o porco,autor_obra
que autor criou esse porco,autor_obra
porque é arte,dúvida_obra
O porco do sexo masculino ou feminino,sexo_porco
em que ano,data_obra
qual é a raça do porcos,raça_ porco
fale sobre o autor do porco,biografia_autor
morreu porco morreu de causas naturais ou foi morto pela obra,porco_morto
Como está morto,porco_morto
há quantos anos você está aí,idade_porco
whatsapp porque se por estar preso,porco_preso
o que você está preso,porco_preso
porque que ele colocou porco dentro da gaiola,porco_preso
O que você está fazendo aí dentro,porco_preso
Oi você pode me contar essa história,história_porco
da onde você veio,história_porco
porque é porco,razão_porco
isso porque eu te verdade,tipo_obra
cala a data de sua criação,data_obra
você está triste,sentimento_porco
e porque está feliz,sentimento_porco
por que você é uma obra de arte,dúvida_obra
por que você é considerada uma obra de arte,dúvida_obra
é menina ou menino,sexo_porco
e de que ano que essa peça essa obra,data_obra
de qual ano que essa obra,data_obra
quando a obra foi feita,data_obra
qual a raça desse um pouco,raça_ porco
quem foi nelson lerner,biografia_autor
me fala um pouco sobre o autor sobre a vida do outro,biografia_autor
como ele morreu,porco_morto
qual era a sua família,família_porco
porque se porque está fechado,porco_preso
porque o corpo está na caixa,porco_preso
que o corpo está na jaula,porco_preso
Porque o porco está dentro de uma gaiola de madeira,porco_preso
então onde você veio,história_porco
De onde veio esse pouco,história_porco
me fale sobre o pouco,história_porco
me fale um pouco sobre a obra o porco,história_porco
o por que é de verdade,tipo_obra
quem que teria ideia de de fazer o porco,autor_obra
quem fez você,autor_obra
quem foi o autor dessa obra,autor_obra
quem é o autor,autor_obra
Porque ele é considerado uma obra de arte,dúvida_obra
Porque seria considerado arte,dúvida_obra
qual é a data da obra,data_obra
de que ano foi feita a obra,data_obra
qual é a data de criação dessa obra,data_obra
olá watson qual a raça desse,raça_ porco
Nome da obra,nome_obra
qualquer história do nelson line,biografia_autor
Como esse pouco morreu,porco_morto
Você sabe me dizer se o porco sofreu,porco_morto
o porco tem família,família_porco
Você tem família,família_porco
quantos anos tem um pouco,idade_porco
a qual escola essa hora pertence,estilo_obra
por porque eu porque está preso,porco_preso
o que você está fazendo aí porco,porco_preso
qual é a sua história,história_porco
me fale sobre sua história,história_porco
porque você veio do celeiro,história_porco
quando que ele peso por,peso_porco
o porco é um animal esculpe de madeira,tipo_obra
Quantos anos tem essa obra,data_obra
os anos você tem por,sem_compreensão
quem é você por,nome_porco
quem é o autor desta obra,autor_obra
quem que criou o setor,autor_obra
você é menino menina,sexo_porco
em que ano foi feita,data_obra
a obra de que ano,data_obra
qual a história do artista,biografia_autor
Mas esse porco morreu,porco_morto
esse povo tinha família,família_porco
porque você está numa grade,porco_preso
porque você está numa caixa,porco_preso
porque ele está preso,porco_preso
porque está indo engradado de madeira,porco_preso
quem é esse porco,história_porco
quantos anos não sobra,sem_compreensão
seu sexo feminino masculino,sexo_porco
qual é o ano de criação da obra,data_obra
Quando que ele morreu,porco_morto
você vai morrer,porco_morto
quantos anos tem esse porco,idade_porco
porque você está preso,porco_preso
de onde é o porco,história_porco
era um porco de estimação,história_porco
esse porém esculpido em barreira,tipo_obra
E o que é arte,sem_resposta
O que é arte,sem_resposta
Quem define o que é arte,sem_resposta
Qual é a nacionalidade desse artista,nascimento_autor
quantos anos tem a obra,data_obra
Quantos anos tem essa de porco,sem_compreensão
quantos anos ele vive/,porco_morto
Qual é a idade dessa obra,data_obra
Ele morreu há quantos anos,porco_morto
Pouco está pronto para o abate,porco_morto
você conhece a pé pra pig,relação_peppa_pig
você é palmeirense,palmeiras_porco
quem que criou,autor_obra
Quem fez o porco,autor_obra
quem é o artista,autor_obra
quantos kilo ele pensava,peso_porco
quantos anos você tem,idade_porco
esse porque é palmeirense,palmeiras_porco
quem criou esta ópera,autor_obra
quem é esse porra,autor_obra
a obra no total tem quantos quilos,peso_porco
qual o nome do seu qual o nome do seu artista,autor_obra
qual é o peso do porco,peso_porco
quantos que ele peça,peso_porco
de quem é a sogra,autor_obra
mas fede você ver quantos quilos você pesa,peso_porco
Você é amiga da TAP,relação_peppa_pig
qual é o nome do artista dessa obra,autor_obra
ele é palmeirense,palmeiras_porco
o artista te criou,autor_obra
qual é o nome do autor da obra,autor_obra
quantos quilos peças por,peso_porco
é macho fêmea,sexo_porco
que idade tem o porco,idade_porco
qual nome do criador da obra,autor_obra
qual o nome do autor da obra,autor_obra
quem criou a obra,autor_obra
você torce pra que time,palmeiras_porco
qual é o ator,autor_obra
quem foi o autor,autor_obra
Quem criou isso,autor_obra
qual o peso da obra,peso_porco
quem o colocou aí dentro,autor_obra
Pergunta quem te fez qualquer coisa,autor_obra
quantos anos ele tinha,idade_porco
nome do autor,autor_obra
quem fez o porto,autor_obra
quem te criou,autor_obra
Quem fez e quem é o seu autor,autor_obra
quem criou esse pouco,autor_obra
qual o peso do pânico,peso_porco
quantos anos esse porque eu tenho,idade_porco
quantos anos eu perco tinha,idade_porco
você conhece a pipa pig,relação_peppa_pig
Qual o autor,autor_obra
de quem essa obra,autor_obra
de quem é a obra,autor_obra
quem fez a obra,autor_obra
Quem foi o autor dessa obra tirar,autor_obra
qual é o nome de quem fez você,autor_obra
watson quem é o autor dessa obra,autor_obra
quem foi que te criou,autor_obra
quem foi que te fez,autor_obra
você é pé papi ligue que eu,relação_peppa_pig
quem criou a outra,autor_obra
quem é o autor dessa obra,autor_obra
quantos quilos tem essa obra,peso_porco
quantos anos você tem tem 50,idade_porco
qual que é o nome do artista,autor_obra
quem fala quem é o seu artista,autor_obra
você é parente da topique,relação_peppa_pig
quem fez essa obra de arte,autor_obra
você é amigo da pé pe,relação_peppa_pig
quem é o autor,autor_obra
quem foi que ele criou,autor_obra
gente fez,autor_obra
qual artista,autor_obra
quem foi o autor da obra o porco,autor_obra
qual o autor dessa obra,autor_obra
qual o peso desse porco,peso_porco
estão estão exemplar macho ou fêmea,sexo_porco
quantos anos tem whatsapp o porco,idade_porco
quem criou,autor_obra
palmeirense,palmeiras_porco
quem é o autor do porco,autor_obra
qual é o artista desenvolveu essa obra,autor_obra
quantos quilos você tem,peso_porco
qual o nome do artista,autor_obra
você tem quantos anos,idade_porco
de quem é esse porco,endereço_obra
puto com você é fêmea ou macho,sexo_porco
quem é o autor da obra,autor_obra
qual autor da obra,autor_obra
WhatsApp de quem essa obra,autor_obra
Que que é né o autor,autor_obra
quanto você pesa,peso_porco
quem teve essa ideia,autor_obra
quem foi o autor dessa obra,autor_obra
quantos anos você tem,idade_porco
quantos quilos pesa esse porco,peso_porco
o porque é homem ou mulher,sexo_porco
Qual o material usado nesta obra do porco,técnica_obra
De que você é feita,técnica_obra
Do que é feita a pele,técnica_obra
que material é utilizado,técnica_obra
você é corinthíano,palmeiras_porco
porque eu toco foi morto,porco_morto
porque que você está aí dentro,porco_preso
preso,porco_preso
pai que está preso,porco_preso
você está vivo,tipo_obra
propor com ele ele é de verdade,tipo_obra
O porco era de verdade,tipo_obra
esse porque é de verdade,tipo_obra
o porco é de verdade,tipo_obra
porta de mentira,tipo_obra
quantos anos tem suporte,idade_porco
pode tocar não for,sem_resposta
Qual é a finalidade,intenção_autor
O que representa,intenção_autor
Fala porque o artista é enjaulou esse pouco que foi que ele quis representar com isso,intenção_autor
qual o sentido subjetivo da arte,intenção_autor
qual objetivo da obra,intenção_autor
qual objetivo com doutor que o assunto,intenção_autor
qual objetivo da ópera,intenção_autor
e porque ele fez essa obra,intenção_autor
o que ele queria com essa obra,intenção_autor
qual time que acho que torci,palmeiras_porco
qual o peso estimado desse porco,peso_porco
você é um porco de verdade,tipo_obra
o animal está empalhado em,tipo_obra
porque eu pouco está dentro da jaula,porco_preso
porque esse porque está preso,porco_preso
qual nome do povo,nome_porco
do que é feito essa escultura,técnica_obra
porque o porco está fechado,porco_preso
você é palmeirense,palmeiras_porco
o pouco o porco veio de que país,história_porco
eu posso encostar você,sem_resposta
porque ele escolheu porco,razão_porco
porque eu porque está dentro da caixa,porco_preso
o autor brasileiro,nascimento_autor
por que um porco,razão_porco
o que é sobra,tipo_obra
que quando é a obra,data_obra
de quem é o porco,endereço_obra
quem fez a obra,autor_obra
quem foi o artista desta obra,autor_obra
qual é o autor dessa obra o porco,autor_obra
pode ser um qual o nome do autor dessa obra,autor_obra
quantos anos tem o porco,idade_porco
qual é o peso de aproximadamente,peso_porco
quanto que você pede esse porco,peso_porco
é menina ou menino,sexo_porco
o porco é fêmea ou macho,sexo_porco
Porque foi usado um porco,razão_porco
quais materiais foram utilizados para fazer um favor pra,técnica_obra
Quais são os materiais usados em você,técnica_obra
qual o material do porco,técnica_obra
qual é o material da obra,técnica_obra
de qual material é feito o porco,técnica_obra
você torce pro palmeiras,palmeiras_porco
ele foi morto,porco_morto
quem o matou,porco_morto
morto quando,porco_morto
De onde veio essa obra,local_criação_obra
porque pois ele na caixa de madeira,porco_preso
por o que quero e você está preso,porco_preso
porque que ele está preso,porco_preso
como que você foi parar aí dentro dessa caixa e vou dizer,porco_preso
porque você está dentro dessa caixa,porco_preso
porque você está nessa gaiola,porco_preso
o porque o porque de verdade,tipo_obra
esse porque de verdade,tipo_obra
recíproca de verdade,tipo_obra
pouco de verdade,tipo_obra
O que é isso,tipo_obra
Ei de verdade,tipo_obra
então porque é um porco de verdade,tipo_obra
Porco de verdade,tipo_obra
esse papo de verdade,tipo_obra
você é de verdade você de verdade,tipo_obra
Ele foi um verdade,tipo_obra
você tem pelo de verdade,tipo_obra
é uma altura só,tamanho_porco
e o que significa,intenção_autor
qual era a intenção do artista,intenção_autor
qual o significado dessa hora,intenção_autor
O que esse puto representa,intenção_autor
Qual o seu significado,intenção_autor
Qual a proposta da obra,intenção_autor
Pra que o que ele simboliza,intenção_autor
O que eu disse eu estava pensando quando ele criou essa obra que ele quis mostrar,intenção_autor
Qual é a crítica,intenção_autor
O que está obra representa,intenção_autor
qual é o significado da obra,intenção_autor
qual é intenção dessa obra,intenção_autor
quantos anos o porque eu tinha antes de morrer,idade_porco
sobre o que essa obra se retrata,intenção_autor
qual intenção da obra,intenção_autor
o que o artista se quis dizer com essa obra,intenção_autor
O que é um porco,sobre_porco
o porco é macho é fêmea,sexo_porco
perca macho fêmea,sexo_porco
quem prendeu,autor_obra
por quem foi criado,autor_obra
quem fez esse porco,autor_obra
quantos anos tem esse pouco,idade_porco
qual é o peso da obra,peso_porco
quanto é que ele pesa você tem que falar quanto por,peso_porco
de que material ele foi feito,técnica_obra
O que você é feito,técnica_obra
Que o material foi utilizado nesse escultura do Paul,técnica_obra
que material é feito a obra o porco,técnica_obra
como foi feito essa obra de arte qual o material usado na sobra de ar,técnica_obra
isso porque é palmeirense,palmeiras_porco
quem é o mato,porco_morto
porque ele está numa gaiola,porco_preso
porque eu porque está em uma gaiola,porco_preso
o cara que você está triste,sentimento_porco
O Porto é de verdade,tipo_obra
mas era um porco de verdade,tipo_obra
ele é um porco,tipo_obra
esse é um porco de verdade,tipo_obra
ele é um animal de verdade empalhado,tipo_obra
ah então ele era um pouco vivo de verdade,tipo_obra
watson,outras_inteligências_artificiais
qual foi a ideia do artista,intenção_autor
o que o artista representou com a obra,intenção_autor
ok nelson quis dizer,intenção_autor
porque significa,intenção_autor
qual objetivo dessa obra,intenção_autor
qual objetivo da sobra,intenção_autor
qual a finalidade colocar um pouco como obra em uma exposição,intenção_autor
o que está obra significa,intenção_autor
isso é considerado o marco,dúvida_obra
Tour dessa obra ele fez outras obras,outras_obras
esse porco é do palmeiras,palmeiras_porco
qual o peso da obra,peso_porco
esse é um pouco de verdade,tipo_obra
porque eu posto porque está encaixotado,porco_preso
